,Medicine Name,Use,Side Effects,Dosage
839,Mefoxin,"Mefoxin (cefoxitin) is a cephalosporin antibiotic used to treat many kinds of bacterial infections, including severe or life-threatening forms. The brand name Mefoxin is discontinued in the U.S. Generic forms may be available.","['injection site reactions (swelling, redness, pain, or soreness), ', 'skin rash, ', 'vaginal itching or discharge, ', 'loss of appetite, ', 'nausea, ', 'vomiting, ']",The usual adult dosage range of cefoxitin is 1 gram to 2 grams every six to eight hours.
840,Megace,"Megace (megestrol acetate, USP) Oral Suspension is a man-made chemical similar to the female hormone progesterone used to treat loss of appetite and weight loss because of disease, and is also used in the treatment of advanced breast cancer and endometrial cancer. Megace is available in generic form.","['weight gain, ', 'changes in appetite, ', 'stomach upset, ', 'diarrhea,', 'gas, ', 'skin rash, ']",The recommended adult initial dosage of Megace Oral Suspension is 800 mg/day (20 mL/day).
841,Megace ES,Megace ES (megestrol) oral suspension is a synthetic form of the hormone progesterone used to increase appetite and prevent weight loss in patients with AIDS or other diseases that cause decreased appetite and weight loss. Megace ES is also used to treat cancer of the breast or uterus.,"['weight gain,', 'changes in appetite,', 'stomach upset, ', 'diarrhea, ', 'gas, ', 'trouble sleeping (insomnia), ']",The recommended dosage of Megace ES is 625 mg/day (5 mL/day or 1 teaspoon daily). Megace ES should not be used during pregnancy.
842,Megatope,"Megatope (iodinated i-131 albumin injection, solution) is a diagnostic radiopharmaceutical indicated for use in determinations of total blood and plasma volumes, cardiac output, cardiac and pulmonary blood volumes and circulation times, and in protein turnover studies, heart and great vessel delineation, localization of the placenta, and localization of cerebral neoplasms.","['allergic reactions', 'Serious eye symptoms such as sudden vision loss, blurred vision, tunnel vision, eye pain or swelling, or seeing halos around lights;', 'Serious heart symptoms such as fast, irregular, or pounding heartbeats; fluttering in your chest; shortness of breath; and sudden dizziness, lightheadedness, or passing out;', 'Severe headache, confusion, slurred speech, arm or leg weakness, trouble walking, loss of coordination, feeling unsteady, very stiff muscles, high fever, profuse sweating, or tremors.']",Dosage of Megatope may range from 5 to 50 microcuries.
843,Megace ES,Megace ES (megestrol) oral suspension is a synthetic form of the hormone progesterone used to increase appetite and prevent weight loss in patients with AIDS or other diseases that cause decreased appetite and weight loss. Megace ES is also used to treat cancer of the breast or uterus.,"['weight gain,', 'changes in appetite,', 'stomach upset, ', 'diarrhea, ', 'gas, ', 'trouble sleeping (insomnia), ']",The recommended dosage of Megace ES is 625 mg/day (5 mL/day or 1 teaspoon daily). Megace ES should not be used during pregnancy.
844,Megace,"Megace (megestrol acetate, USP) Oral Suspension is a man-made chemical similar to the female hormone progesterone used to treat loss of appetite and weight loss because of disease, and is also used in the treatment of advanced breast cancer and endometrial cancer. Megace is available in generic form.","['weight gain, ', 'changes in appetite, ', 'stomach upset, ', 'diarrhea,', 'gas, ', 'skin rash, ']",The recommended adult initial dosage of Megace Oral Suspension is 800 mg/day (20 mL/day).
845,Megestrol Acetate Oral Suspension,,"['diarrhea, ', 'weight gain, ', 'changes in appetite, ', 'nausea, ', 'stomach upset, ', 'rash, ']",N/A
846,Megestrol Acetate Tablets," Megestrol acetate is an antineoplastic (anticancer) and progestational drug used for the palliative treatment of advanced carcinoma of the breast or endometrium (i.e., recurrent, inoperable, or metastatic disease). Megestrol acetate should not be used in lieu of currently accepted procedures such as surgery, radiation, or chemotherapy. Megestrol acetate is available in generic form.","['weight gain', 'appetite changes', 'blood clots', 'heart failure', 'nausea', 'vomiting']","The dose of megestrol acetate to treat breast cancer is 160 mg/day (40 mg four times daily). To treat endometrial carcinoma, the dose is 40 to 320 mg/day in divided doses."
847,Mekinist,Mekinist (trametinib) is a kinase inhibitor used to treat patients with melanoma with BRAF V600E or V600K mutations that are metastatic or unable to be removed by surgery (unresectable).,"['hives,', 'difficulty breathing,', 'swelling of your face, lips, tongue, or throat,', 'cough,', 'shortness of breath,', 'fever,']",The recommended dose of Mekinist is 2 mg orally once daily. Take at least 1 hour before or 2 hours after a meal.
848,Mektovi,"Mektovi (binimetinib) is a kinase inhibitor indicated, in combination with encorafenib, for the treatment of patients with unresectable or metastatic melanoma with a BRAF V600E or V600K mutation, as detected by an FDA-approved test.","['hives,', 'difficulty breathing,', 'swelling of your face, lips, tongue, or throat,', 'cough,', 'shortness of breath,', 'unexplained muscle pain,']",The recommended dose of Mektovi is 45 mg orally twice daily in combination with encorafenib. Take Mektovi with or without food.
849,Mellaril,"Mellaril (thioridazine HCl) is an anti-psychotic medication in the phenothiazine class used to treat psychotic disorders such as schizophrenia, and is usually given after other medications have been tried without successful treatment of schizophrenia.","['dizziness,', 'drowsiness,', 'difficulty urinating,', 'restlessness,', 'headache,', 'blurred vision,']","The usual starting dose of Mellaril for adult schizophrenic patients is 50-100 mg three times a day. Total daily dosage ranges from 200-800 mg, divided into two to four doses. Pediatric dose is determined by the child's weight."
850,Mobic,Mobic (meloxicam) is a nonsteroidal anti-inflammatory drug (NSAID) used to treat pain or inflammation caused by arthritis. Mobic is available in generic form.,"['stomach upset, ', 'nausea, ', 'drowsiness, ', 'diarrhea, ', 'bloating, ', 'gas, ']",The recommended adult starting and maintenance dose of Mobic is 7.5 mg. The maximum recommended adult daily oral dose is 15 mg.
851,Meloxicam,Meloxicam Tablets are a nonsteroidal anti-inflammatory drug (NSAID) indicated for relief of the signs and symptoms of osteoarthritis and rheumatoid arthritis. Meloxicam is available in generic form.,"['abdominal pain, ', 'diarrhea, ', 'indigestion, ', 'gas, ', 'nausea, ', 'swelling, ']","For the relief of the signs and symptoms of osteoarthritis the recommended starting and maintenance oral dose of meloxicam is 7.5 mg once daily. For the relief of the signs and symptoms of rheumatoid arthritis, the recommended starting and maintenance oral dose of meloxicam is 7.5 mg once daily."
852,Vivlodex,Vivlodex (meloxicam) is a non-steroidal anti-inflammatory drug indicated for management of osteoarthritis (OA) pain.,"['hives,', 'difficulty breathing,', 'swelling of your face, lips, tongue, or throat,', 'easy bruising,', 'unusual bleeding,', 'persistent or severe headache,']",The initial dose of Vivlodex is 5 mg orally once daily.
853,Anjeso,"Anjeso (meloxicam) is a nonsteroidal anti-inflammatory drug (NSAID) used adults to manage moderate-to-severe pain, alone or in combination with non-NSAID analgesics.","['hives,', 'difficulty breathing,', 'swelling of your face, lips, tongue, or throat,', 'fever,', 'sore throat,', 'burning eyes,']","The dose of of Anjeso is 30 mg once daily, administered by intravenous bolus injection over 15 seconds."
854,Qmiiz-ODT,"QMIIZ ODT (meloxicam) is a nonsteroidal anti-inflammatory drug indicated for osteoarthritis (OA) in adults, rheumatoid arthritis (RA) in adults, and juvenile rheumatoid arthritis (JRA) pauciarticular and polyarticular course, in pediatric patients who weigh greater than or equal to 60 kg.","['hives,', 'difficulty breathing,', 'swelling of your face, lips, tongue, or throat,', 'fever,', 'sore throat,', 'burning eyes,']",The starting dose of QMIIZ ODT to treat OA or RA is 7.5 mg once daily. The dose may be increased to 15 mg once daily. The starting dose of QMIIZ ODT to treat JRA is 7.5 mg once daily in children greater than or equal to 60 kg.
855,Meloxicam,Meloxicam Tablets are a nonsteroidal anti-inflammatory drug (NSAID) indicated for relief of the signs and symptoms of osteoarthritis and rheumatoid arthritis. Meloxicam is available in generic form.,"['abdominal pain, ', 'diarrhea, ', 'indigestion, ', 'gas, ', 'nausea, ', 'swelling, ']","For the relief of the signs and symptoms of osteoarthritis the recommended starting and maintenance oral dose of meloxicam is 7.5 mg once daily. For the relief of the signs and symptoms of rheumatoid arthritis, the recommended starting and maintenance oral dose of meloxicam is 7.5 mg once daily."
856,Alkeran,Alkeran (melphalan) is a drug prescribed for the treatment of multiple myeloma and ovarian cancer.,"['hives,', 'difficulty breathing,', 'swelling of your face, lips, tongue, or throat,', 'itching,', 'skin redness,', 'blurred vision,']",Alkeran is available in 2 mg tablets and should be administered only by a physician qualified in chemotherapy treatment. The usual oral dose is 6 mg (3 tablets) daily.  The entire daily dose may be given at one time. Alkernan should be administered in carefully adjusted dosage by or under the supervision of experienced physicians who are familiar with the drug's actions and possible complications of its use.
857,Pepaxto,"Pepaxto (melphalan flufenamide) is an alkylating drug indicated in combination with dexamethasone, to treat adult patients with relapsed or refractory multiple myeloma who have received at least four prior lines of therapy and whose disease is refractory to at least one proteasome inhibitor, one immunomodulatory agent, and one CD38-directed monoclonal antibody.","['fatigue,', 'nausea,', 'diarrhea,', 'fever,', 'respiratory tract infection,', 'decreased leukocytes,']","The recommended dosage of Pepaxto is 40 mg intravenously over 30 minutes on Day 1 of each 28-day treatment cycle, in combination with dexamethasone."
